price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built
335000,3,1,1570,7500,1,0,1,3,1300,270,1953
196500,3,1,1320,9000,1,0,0,3,1320,0,1966
582800,4,2,2550,7636,1,0,0,3,1440,1110,1986
440000,3,1,1560,7207,1,0,0,3,1250,310,1983
752500,4,2,2360,8616,2,0,0,4,2360,0,1974
532500,3,1,1330,5000,2,0,0,4,1210,120,1909
265000,3,1,1070,9000,1,0,0,4,1070,0,1950
397500,3,1,1510,13737,1,0,3,4,810,700,1961
524250,3,2,1710,3469,2,0,0,3,1710,0,1999
765000,4,2,2790,10819,2,0,0,3,2790,0,1996
648000,4,2,2620,5450,2,0,0,3,2620,0,2001
469500,5,2,2970,24759,1,0,0,4,1670,1300,1969
237500,3,1,1050,7854,1,0,0,4,1050,0,1975
216000,3,1,1280,8712,1,0,0,4,1280,0,1956
427200,3,1,1030,8400,1,0,0,4,1030,0,1963
280000,3,2,1900,7800,1,0,0,4,1390,510,1977
718000,5,3,3070,9804,1,0,0,4,1740,1330,1968
420000,2,2,1760,4139,2,0,0,3,1760,0,2010
379000,2,1,930,5400,1,0,0,3,930,0,1952
326100,2,1,880,7683,1,0,0,3,880,0,1942
535000,3,2,1360,1016,3,0,0,3,1310,50,2003
283000,4,2,2130,8560,1,0,0,3,1560,570,1992
260000,3,1,1480,7469,1,0,0,3,1120,360,1940
399000,4,1,1500,6388,1,0,0,4,1500,0,1951
484950,3,2,1670,5004,2,0,0,3,1670,0,1987
640000,4,1,2060,9828,1,0,0,4,2060,0,1960
585000,4,2,2160,8158,1,0,0,4,1660,500,1952
645000,4,2,2780,11583,1,0,3,3,1190,1590,1955
253000,3,2,1490,7651,1,0,0,3,1490,0,1988
178500,2,1,740,6460,1,0,0,3,740,0,1953
291000,4,2,1860,6325,2,0,0,4,1860,0,1991
199950,2,2,1590,20917,1,0,0,3,1590,0,1920
553500,2,1,850,2340,1,0,0,3,850,0,1922
189950,2,1,1030,4188,1,0,0,3,1030,0,1981
289000,3,2,1850,9550,1,0,0,3,1850,0,1988
700000,4,2,1830,4590,2,0,0,3,1830,0,1908
270000,3,2,1560,8853,1,0,0,3,1560,0,1967
258000,4,1,1730,8320,1,0,0,3,1230,500,1977
530000,3,2,1930,7214,2,0,0,3,1930,0,2005
245000,3,2,1422,3677,2,0,0,3,1422,0,2012
563000,3,2,1380,5000,1,0,0,4,1380,0,1917
515000,3,2,2430,4203,2,0,0,3,2430,0,2001
325000,4,2,2610,7091,2,0,0,3,2610,0,1987
540000,3,2,2000,217800,2,0,0,3,2000,0,1996
280300,2,1,920,5000,1,0,0,4,490,430,1949
460000,4,1,1750,5500,1,0,0,5,1050,700,1926
475000,3,1,2020,8970,1,0,0,4,1180,840,1981
900000,4,2,2460,44431,1,0,0,4,2460,0,1957
538200,4,3,1780,7260,1,0,0,4,1780,0,1964
429000,2,1,1080,3600,1,0,0,3,1080,0,1922
164808,3,1,1250,5411,1,0,0,3,1250,0,1980
520000,4,2,1870,7700,2,0,0,3,1870,0,1977
475000,3,1,1700,8432,1,0,0,3,1230,470,1977
283000,4,1,1480,47045,1,0,0,5,1480,0,1942
321500,4,2,1930,6228,2,0,0,3,1930,0,2000
840000,4,2,3130,21810,2,0,0,4,3130,0,1993
287000,3,2,1370,6000,2,0,0,4,1370,0,1992
375000,3,1,960,8106,1,0,0,3,960,0,1962
349500,3,1,1260,7128,1,0,0,4,1260,0,1969
446450,3,1,1480,7749,1,0,0,5,1480,0,1960
315000,4,2,1930,9643,2,0,0,4,1930,0,1992
271310,2,1,870,5340,1,0,0,2,870,0,1906
315000,4,1,1300,8400,1,0,0,4,1300,0,1953
245000,3,1,1490,6930,1,0,0,4,1490,0,1990
543115,2,1,1380,5484,1,0,0,3,1030,350,1947
900000,4,2,1190,8190,1,0,0,3,1190,0,1945
2450000,4,4,4250,6552,2,0,3,4,2870,1380,2008
554000,2,2,1920,6045,1,0,0,3,1920,0,2003
249900,3,1,2080,12522,1,0,0,5,2080,0,1950
768000,3,2,3220,54160,2,0,2,4,2690,530,1981
980000,4,3,3680,5854,1,0,3,3,2060,1620,1967
395000,5,2,2070,9600,1,0,0,3,1270,800,1962
415000,3,1,1480,2200,2,0,0,3,1480,0,1995
380000,4,2,2000,6921,2,0,0,3,2000,0,2003
566000,3,2,1560,5259,2,0,0,3,1560,0,1999
218500,2,1,1600,8961,1,0,0,4,1390,210,1949
550000,4,2,1940,10500,1,0,0,4,1140,800,1976
512031,3,1,1540,3000,1,0,2,3,770,770,1920
197500,2,1,820,8860,1,0,0,3,820,0,1950
470000,3,2,1780,8784,1,0,0,3,1230,550,1977
590000,3,1,1560,242629,1,0,0,3,1560,0,1981
465000,4,2,2210,8862,1,0,0,4,1270,940,1977
499000,2,1,2040,114562,1,0,0,4,2040,0,1968
515000,3,2,1920,11500,1,0,0,3,1920,0,1972
716500,3,1,1930,5000,1,0,0,3,1230,700,1936
410000,3,2,1700,4250,1,0,0,3,890,810,1944
850000,4,3,3450,6500,2,0,0,3,2450,1000,1994
1050000,4,3,3440,35021,2,0,0,3,3440,0,1983
648000,4,2,2380,13435,2,0,0,3,2380,0,1992
620000,4,2,2400,5350,1,0,0,4,1460,940,1929
935000,4,4,5670,84267,2,0,2,3,5670,0,2008
379000,3,1,1140,10320,1,0,0,4,1140,0,1963
699000,3,1,1670,5375,1,0,0,3,1270,400,1952
528000,4,2,1910,8005,1,0,0,3,1280,630,1960
425000,3,1,1560,9452,1,0,0,4,1560,0,1974
249500,2,1,1500,8645,1,0,0,4,1500,0,1963
1040000,5,3,4475,6642,2,0,0,3,4475,0,2014
790000,4,2,2840,11900,1,0,3,4,1640,1200,1961
399950,3,1,1020,18050,1,0,0,3,1020,0,1969
275000,3,1,1410,9000,1,0,0,3,1410,0,1953
550000,3,1,1520,2500,1,0,0,3,1520,0,1912
140000,1,1,730,6890,1,0,0,4,730,0,1926
250000,3,1,1190,6250,1,0,0,3,990,200,1954
318000,3,2,1410,8909,2,0,2,3,1410,0,1988
505000,2,1,1240,57000,1,0,0,3,1240,0,1962
470500,5,2,2500,9248,1,0,0,3,1300,1200,1966
360000,3,1,1050,9206,1,0,0,3,1050,0,1954
1240000,4,2,2680,8500,1,0,4,4,1480,1200,1962
986000,3,2,2380,16080,1,0,2,4,1340,1040,1964
515000,2,1,1060,4228,1,0,0,3,860,200,1906
320000,3,1,2300,41900,1,0,0,4,1310,990,1939
310000,4,3,2010,7426,1,0,0,5,1090,920,1951
356700,2,1,1090,5000,1,0,0,4,730,360,1942
775000,4,1,2320,5595,1,0,0,3,1510,810,1956
325000,3,1,1040,7541,1,0,0,3,1040,0,1951
208000,4,2,1810,8677,1,0,0,3,1810,0,1962
825000,2,1,1150,12775,1,1,4,4,1150,0,1908
515000,3,2,2360,11254,1,0,2,3,2360,0,1990
490000,3,1,1970,3400,1,0,0,4,1420,550,1929
675000,4,3,2690,28300,1,0,0,3,2690,0,1954
360000,4,2,2080,4080,1,0,0,5,1040,1040,1962
550000,4,2,2080,4080,1,0,0,5,1040,1040,1962
225000,3,1,1370,9000,1,0,0,3,1370,0,1962
500000,3,2,3410,9360,1,0,0,4,3410,0,1967
385000,4,2,1850,11700,1,0,0,4,1850,0,1969
837700,5,2,3010,12611,2,0,0,3,3010,0,1994
448000,3,2,1530,3056,2,0,0,3,1530,0,2003
730000,5,1,2690,21357,1,0,0,4,1420,1270,1952
575000,4,1,2810,7140,1,0,2,3,1490,1320,1954
430000,3,1,1810,7300,1,0,0,4,1240,570,1976
435000,3,2,1560,3987,2,0,0,3,1560,0,2002
241000,3,1,1010,9611,1,0,0,4,1010,0,1973
453500,2,1,1000,1760,1,0,0,4,600,400,1924
285000,2,1,990,1380,3,0,0,3,990,0,2001
151000,2,1,720,4222,1,0,0,4,720,0,1942
1570000,5,4,6070,14731,2,0,0,3,6070,0,2004
631000,5,2,2270,2400,2,0,0,3,2270,0,1905
285000,2,2,1380,1073,2,0,0,3,1140,240,2011
195000,3,1,1260,8378,1,0,0,4,840,420,1959
817500,4,2,2910,35679,2,0,0,4,2910,0,1987
550000,3,2,1810,12825,1,0,0,4,1810,0,1960
1130000,4,2,3160,8281,2,0,0,4,3160,0,1995
609850,2,2,1910,1369,3,0,0,3,1910,0,2002
200000,3,1,1230,4380,1,0,0,3,1230,0,1947
367000,4,2,2960,6219,2,0,0,3,2960,0,2006
285167,3,2,2200,8375,2,0,0,3,2200,0,1988
275000,2,1,1270,32175,1,0,0,4,1270,0,1947
350900,4,2,2540,12843,2,0,0,3,2540,0,1992
660000,4,3,3030,9273,2,0,0,5,3030,0,1988
525000,3,1,1520,8835,1,0,0,4,1520,0,1957
262000,4,2,1560,7800,2,0,0,3,1560,0,1997
690000,2,1,970,4560,1,0,0,4,970,0,1907
624000,5,3,3570,14648,2,0,0,3,3570,0,2005
353000,3,1,1350,7740,1,0,0,4,860,490,1947
552500,4,3,3710,10400,2,0,0,3,2290,1420,2002
224500,4,1,1430,8355,1,0,0,4,1430,0,1983
239000,3,1,940,8571,1,0,0,3,940,0,1950
975000,5,4,4300,12250,2,0,0,3,4300,0,2004
1200000,4,1,3990,13470,2,0,0,3,3990,0,2006
505000,3,1,1380,4000,1,0,0,3,1380,0,1910
302000,4,1,2020,7865,1,0,0,4,1010,1010,1963
170000,3,1,1480,5670,1,0,0,3,780,700,1944
195000,2,1,1190,27007,1,0,0,4,1190,0,1910
272000,5,1,2550,6300,1,0,0,4,1560,990,1959
369000,5,1,2550,6300,1,0,0,4,1560,990,1959
332500,3,1,1500,6332,1,0,0,3,1500,0,1953
515000,3,2,3000,8250,1,0,0,4,1760,1240,1963
269000,3,1,1690,4250,1,0,0,3,1020,670,1967
1280000,4,4,4390,17832,1,0,0,4,2430,1960,1994
303000,3,2,1560,4100,2,0,0,3,1560,0,1985
420000,7,3,2940,8624,1,0,0,3,1690,1250,1977
400000,3,1,1130,4100,1,0,0,3,990,140,1941
225000,3,1,1020,8437,1,0,0,5,1020,0,1987
219000,2,2,1310,2550,2,0,0,3,1310,0,2004
605000,3,2,2570,9487,2,0,3,3,2570,0,1989
625000,4,2,2020,6867,1,0,0,5,1010,1010,1942
380000,5,2,1680,3240,1,0,0,3,840,840,1906
620000,4,2,1770,7700,1,0,0,4,1770,0,1962
687500,4,2,3190,10970,2,0,0,3,3190,0,1994
225500,4,2,1440,7950,1,0,0,5,1440,0,1962
252500,3,2,1150,6000,1,0,0,5,1150,0,1956
510000,3,2,1860,3658,2,0,0,3,1860,0,1994
510000,4,2,2430,5203,2,0,0,3,2430,0,2003
725000,3,2,1940,4000,1,0,0,5,1940,0,1906
492000,2,1,880,2970,1,0,0,3,880,0,1927
425000,4,2,1930,14196,1,0,0,4,1330,600,1977
1960000,4,2,3120,7898,1,1,4,4,1560,1560,1963
298900,3,2,1830,6162,2,0,0,3,1830,0,1994
699000,4,2,3230,40319,2,0,0,4,3230,0,1987
310000,2,1,700,3000,1,0,0,4,700,0,1918
350000,3,1,1010,8580,1,0,0,3,1010,0,1961
790000,4,1,2460,10061,1,1,4,3,1410,1050,1961
305000,4,2,2230,5000,2,0,0,3,2230,0,2003
315000,3,2,1570,2865,2,0,0,3,1570,0,2003
267500,5,3,2390,6600,2,0,0,5,2390,0,1977
1750000,4,3,3460,7749,2,0,1,3,3020,440,1950
435000,6,3,2400,8620,2,0,0,3,1640,760,1987
482500,6,4,2940,7500,1,0,0,4,2940,0,1966
5110000,5,5,8010,45517,2,1,4,3,5990,2020,1999
439995,3,1,1570,8400,1,0,0,4,1570,0,1959
460000,3,3,1520,7500,1,0,0,3,1180,340,1967
194000,3,1,1070,6440,1,0,0,4,1070,0,1971
274700,4,2,2440,9600,1,0,0,5,1220,1220,1963
900000,4,2,2660,3672,2,0,0,5,1800,860,1910
1150000,4,4,4460,103382,2,0,0,3,4460,0,2001
605000,3,2,2010,3667,2,0,0,3,2010,0,2008
359000,3,2,1450,3850,2,0,0,3,1450,0,2004
850000,3,1,1400,9900,1,0,0,3,1400,0,1951
505000,3,2,1500,2500,2,0,0,3,1500,0,2002
565000,3,2,2500,7394,2,0,0,3,2500,0,1990
585000,2,1,1280,7110,1,0,0,4,1000,280,1955
328000,4,3,3380,7500,2,0,3,3,2420,960,1990
749950,4,2,2910,18700,1,0,0,3,2210,700,1957
826000,4,2,3060,7140,2,0,0,3,3060,0,2006
535000,3,1,1330,40259,1,0,0,4,1330,0,1977
925000,4,2,3300,101930,2,0,0,4,3300,0,1991
875000,3,3,3250,6000,2,0,0,3,2500,750,2001
902000,4,2,2530,9200,1,0,0,5,1570,960,1976
423000,3,1,1830,13900,1,0,0,3,1830,0,1951
235000,3,1,1170,11100,1,0,0,4,1170,0,1968
545000,2,2,2930,14057,1,0,2,4,1680,1250,1980
343000,2,1,1230,7560,1,0,0,3,1230,0,1961
334950,3,2,1620,2930,2,0,0,3,1620,0,2002
405000,3,1,1760,5355,1,0,0,3,1160,600,1956
220000,4,1,1440,8250,1,0,0,3,1440,0,1959
173000,2,1,1740,8100,1,0,0,3,1050,690,1947
655000,3,1,1270,3600,1,0,0,3,1270,0,1906
406000,2,1,880,3000,1,0,0,3,880,0,1924
632000,6,2,2560,8320,1,0,0,3,1370,1190,1961
357000,5,2,1540,4000,1,0,0,3,1140,400,1990
361000,3,1,1150,17585,1,0,0,3,1150,0,1964
277000,2,1,770,8149,1,0,0,3,770,0,1948
630000,4,3,4610,40202,1,0,0,4,2500,2110,1980
254000,3,2,1850,4597,2,0,0,3,1850,0,2003
472800,3,2,1840,8400,1,0,0,3,1290,550,1961
263000,3,1,1490,3800,1,0,0,3,700,790,1913
510000,3,1,1490,3800,1,0,0,3,700,790,1913
179950,3,1,960,10125,1,0,0,4,960,0,1952
525000,4,2,1580,7307,1,0,0,3,1160,420,1973
479000,3,2,1260,889,3,0,0,3,1260,0,2008
651000,3,2,1940,6440,1,0,2,5,970,970,1940
949000,4,1,2490,7834,1,0,3,4,1240,1250,1958
392400,5,2,2520,27951,1,0,0,3,1890,630,1942
585000,4,1,1760,5356,1,0,0,4,920,840,1950
460000,4,2,4190,7504,2,0,0,3,4190,0,2004
470000,3,1,1170,4400,1,0,0,3,870,300,1951
245000,3,2,1600,4271,2,0,0,3,1600,0,2003
500000,4,2,2760,27631,2,0,0,4,1800,960,1978
455000,3,2,2090,8653,2,0,0,3,2090,0,1989
485500,4,2,2320,3974,2,0,0,3,2320,0,1999
1880000,5,3,4110,7920,2,0,3,3,3150,960,1921
100000,2,1,770,17334,1,0,0,3,770,0,1978
307000,3,1,1410,16105,1,0,0,3,1410,0,1982
475000,4,3,3660,14401,2,0,0,3,2660,1000,1994
330000,4,2,2180,7210,1,0,0,3,1190,990,1972
130000,3,1,1110,7520,1,0,0,4,1110,0,1960
320000,3,2,2280,7417,2,0,0,3,2280,0,1998
735000,4,2,2820,6180,2,0,0,3,2050,770,2013
365000,4,2,1570,9600,1,0,0,3,800,770,1972
234000,3,1,1200,11935,1,0,0,4,1200,0,1968
211000,4,2,1710,8288,1,0,0,3,1710,0,1970
680000,6,3,3000,6320,2,0,2,3,2400,600,1969
457000,4,3,2800,7845,2,0,0,3,2800,0,2002
349000,3,2,1640,7261,2,0,0,3,1640,0,1989
360000,3,2,2030,6840,1,0,0,3,1210,820,1979
350000,4,2,2530,10155,2,0,0,3,2530,0,1998
208000,3,1,990,7420,1,0,0,5,990,0,1960
250275,2,1,790,11234,1,0,0,4,790,0,1942
435000,2,1,790,11234,1,0,0,4,790,0,1942
270000,3,1,1800,7763,1,0,0,3,1470,330,1984
438000,3,1,1650,12940,1,0,0,4,1650,0,1961
659000,4,2,1980,23625,2,0,0,3,1980,0,1938
645000,4,2,2340,6350,1,0,0,4,1310,1030,1974
685100,4,2,2790,5423,2,0,0,3,2790,0,1999
350000,7,3,2800,9569,1,0,2,3,1400,1400,1963
375000,2,1,1840,81892,1,0,0,3,1840,0,1955
170000,3,1,1350,81549,1,0,0,2,1350,0,1966
880000,4,2,3030,3841,3,0,0,3,3030,0,2005
410500,4,2,1980,5000,2,0,0,3,1980,0,2008
780000,4,2,3690,13609,2,0,2,3,3690,0,1996
1230000,5,4,3732,4426,2,0,0,3,2932,800,2001
449000,2,1,1510,6852,1,0,0,3,1510,0,2005
546000,3,1,2000,5000,1,0,0,4,1110,890,1921
317000,3,2,1760,11410,1,0,0,5,1060,700,1977
276900,3,1,1270,7566,1,0,0,4,1270,0,1958
399000,5,2,2620,7030,1,0,0,3,1420,1200,1965
495000,5,2,2630,10165,1,0,0,4,1690,940,1976
258000,3,1,2270,9000,1,0,0,4,1330,940,1978
600000,2,2,2410,102366,1,0,0,4,1940,470,1912
265000,3,2,1120,881,3,0,0,3,1120,0,1999
321000,5,2,3030,7000,1,0,0,4,1540,1490,1978
682000,5,2,2120,4000,1,0,0,4,1720,400,1910
295700,4,2,1720,5805,2,0,0,3,1720,0,2000
609000,4,2,2150,37981,2,0,0,3,2150,0,1985
995000,3,4,4380,47044,2,1,3,3,3720,660,1968
530000,3,2,2010,11817,2,0,0,4,2010,0,1986
614000,5,2,3150,5150,2,0,0,5,1870,1280,1907
390000,3,2,2500,21780,1,0,0,3,1770,730,1986
467000,3,2,1690,6642,2,0,0,3,1690,0,2004
484000,6,2,3300,13501,1,0,0,3,2060,1240,1980
340000,3,2,1240,1115,3,0,0,3,1240,0,2003
302495,3,2,2200,7201,2,0,0,3,2200,0,1994
532500,3,1,1620,3360,1,0,0,5,980,640,1927
441500,3,2,2420,9592,2,0,0,3,1780,640,1993
470000,4,2,2680,8062,1,0,3,4,1530,1150,1967
2300000,4,3,4250,8570,2,0,0,3,4250,0,2004
590000,3,2,2400,99752,1,0,0,3,2400,0,1996
320000,3,1,2300,12000,1,0,0,3,1770,530,1942
363000,2,2,920,1201,2,0,0,3,800,120,2009
747500,4,2,2350,18600,2,0,0,4,2350,0,1977
750000,2,2,2630,7957,2,0,0,3,2630,0,2003
831000,4,3,2170,4000,2,0,0,4,1610,560,1982
403000,3,2,1700,4125,2,0,0,3,1700,0,2004
445000,3,2,2470,4565,2,0,0,3,2470,0,2005
345000,3,1,1250,17380,1,0,0,4,1250,0,1970
2260000,3,3,3110,14872,1,0,0,3,3110,0,2003
371025,3,2,1530,8925,1,0,0,3,1530,0,1977
355000,2,1,960,6250,1,0,0,3,960,0,1916
270000,3,1,1240,14110,1,0,0,4,1240,0,1972
425000,4,2,2440,15349,2,0,1,4,2440,0,1957
364808,3,1,2320,7875,1,0,0,3,1620,700,1967
320000,3,2,1580,6561,1,0,0,3,1200,380,1981
325000,4,2,2963,5797,2,0,0,3,2963,0,2006
350000,3,2,2470,10290,2,0,0,3,2230,240,1984
170000,3,1,1370,10176,1,0,0,3,1370,0,1947
255000,2,1,960,28717,1,0,0,4,960,0,1984
550000,3,1,1130,7500,1,0,0,3,880,250,1947
835000,4,4,4930,25714,2,0,0,3,4930,0,2005
420000,3,1,1150,5120,1,0,0,4,800,350,1946
925000,4,2,2190,7350,2,0,0,5,2190,0,1958
389250,2,1,1490,4080,1,0,0,3,930,560,1956
748000,3,2,2600,10183,1,0,0,3,1300,1300,2004
284000,3,1,1530,9600,1,0,0,3,1200,330,1988
588000,4,2,1680,5000,1,0,0,3,980,700,1950
372500,3,1,1680,8648,1,0,0,4,1680,0,1963
285000,4,3,1900,7194,2,0,0,4,1900,0,1988
360000,3,1,1570,9467,1,0,0,3,1570,0,1954
275000,3,1,1370,17859,1,0,0,4,1150,220,1930
428000,2,2,1350,4225,1,0,0,3,1350,0,2003
847000,6,2,3010,17864,2,0,0,3,3010,0,1969
316000,3,1,1010,7838,1,0,0,4,1010,0,1977
375000,3,2,2050,7205,2,0,0,3,2050,0,2000
533000,3,1,1670,4080,1,0,0,3,1170,500,1967
556000,5,2,3840,16905,2,0,0,3,3840,0,1991
225000,4,2,2220,14120,1,0,0,3,1200,1020,1966
537250,4,2,2590,9530,1,0,0,4,1640,950,1978
255000,3,1,1180,13650,1,0,0,4,1180,0,1967
530000,4,2,2950,4836,2,0,0,3,2950,0,2006
5300000,6,6,7390,24829,2,1,4,4,5000,2390,1991
595000,3,2,2150,31238,2,0,0,3,2150,0,1996
548000,4,2,2100,8880,1,0,0,4,2100,0,1958
234975,3,1,1650,8073,1,0,0,3,1100,550,1980
600000,3,1,1620,1325,2,0,0,3,1430,190,2005
432000,4,1,1750,12528,1,0,0,4,1750,0,1967
455000,3,1,1380,6657,2,0,0,3,1380,0,1986
279950,3,1,1510,11234,1,0,0,3,1210,300,1965
267500,3,1,1600,9072,1,0,0,4,1600,0,1963
620000,4,2,1840,220308,2,0,0,3,1840,0,2000
110000,2,1,830,7590,1,0,0,2,830,0,1943
625000,3,3,1810,1846,2,0,0,4,1440,370,2009
389000,2,1,910,7000,1,0,0,3,910,0,1952
1200000,4,2,2120,3360,2,0,0,3,2120,0,1905
788500,4,2,2510,133729,2,0,0,4,2510,0,1977
567000,5,2,2100,6936,1,0,0,3,1600,500,1974
515000,2,2,2690,15000,1,0,2,3,1870,820,1987
605000,4,2,2430,11870,1,0,0,5,1590,840,1968
430000,4,3,2452,4800,2,0,0,3,2452,0,1936
805000,2,1,1550,6000,1,0,1,3,1550,0,1920
567500,3,2,2080,4556,2,0,0,3,2080,0,1999
647500,3,1,1290,3870,1,0,0,5,1290,0,1916
495000,2,1,1850,2530,2,0,0,4,1850,0,1903
825000,4,2,3370,5000,2,0,0,3,3370,0,2006
435000,4,2,2730,7506,2,0,0,4,2730,0,1987
445950,3,1,1300,7800,1,0,0,5,1300,0,1968
960000,5,2,3040,10257,2,0,0,3,3040,0,1993
780000,4,3,2440,3600,1,0,0,5,1480,960,1929
274500,3,2,1720,9000,1,0,0,4,1320,400,1969
729953,5,3,3230,5167,1,0,0,4,2000,1230,1909
464950,3,1,1200,890,2,0,0,3,1030,170,2008
620000,4,1,2350,18800,1,0,2,3,2350,0,1959
735000,4,3,3100,5600,2,0,0,3,3100,0,2005
450000,4,2,2040,9565,1,0,0,3,1400,640,1959
450000,4,1,2000,4676,1,0,0,3,1250,750,1916
842500,4,2,2160,5298,2,0,0,4,2160,0,1902
360000,3,2,1970,79714,1,0,0,3,1070,900,1979
585000,3,2,2270,100545,2,0,0,3,2270,0,1998
461000,3,2,1850,7923,1,0,0,4,1150,700,1977
345000,2,1,1350,4494,1,0,0,3,920,430,1949
1080000,3,2,3280,10302,1,0,0,3,1680,1600,1970
643000,4,2,2270,8391,2,0,0,3,2270,0,1988
690000,4,2,2820,8307,2,0,0,3,2820,0,1990
282000,4,1,1200,11111,1,0,0,3,1200,0,1949
549000,3,1,2000,6130,1,0,0,4,1120,880,1951
815000,3,2,2310,6000,2,0,1,4,1560,750,1926
2200000,5,4,4640,22703,2,1,4,5,2860,1780,1952
700000,3,2,2330,11424,2,0,0,4,2330,0,1984
933399,3,2,3940,10360,2,0,0,3,3110,830,1992
290000,3,1,1440,11250,1,0,0,3,1440,0,1967
372000,4,1,1960,9300,1,0,0,5,1340,620,1979
450000,2,1,1250,2890,1,0,0,4,790,460,1920
303700,3,2,1981,5700,2,0,0,3,1981,0,2010
672000,4,2,2440,10049,2,0,0,4,2440,0,1989
334000,4,1,1150,9360,1,0,0,3,1150,0,1970
260000,2,1,1120,5650,1,0,0,3,1120,0,1944
749950,3,1,1800,5700,1,0,0,4,1000,800,1941
330000,4,2,2380,122038,2,0,0,4,2380,0,1984
830000,5,3,2920,2808,2,0,0,3,2140,780,1960
1130000,3,2,2790,13791,1,0,3,3,2790,0,2006
320000,3,1,1560,7552,1,0,0,4,910,650,1948
260000,2,1,1550,15250,1,0,0,5,1550,0,1920
225000,3,2,1700,11475,1,0,0,5,970,730,1945
279200,1,1,640,6350,1,0,0,3,640,0,1939
520000,4,3,2680,10000,2,0,0,3,2040,640,1942
505000,3,2,1860,8060,2,0,0,4,1860,0,1987
234000,3,1,1490,8366,1,0,0,4,1010,480,1975
503000,4,2,2470,5044,2,0,0,3,2470,0,2005
606000,4,2,2390,8858,1,0,0,4,1740,650,1979
433500,3,1,1230,6000,1,0,0,4,780,450,1937
250000,3,1,2840,10182,1,0,0,3,1510,1330,1951
719000,3,2,2120,9307,2,0,0,4,2120,0,1984
381000,3,2,1770,14400,1,0,0,4,1770,0,1959
267000,3,2,2495,4400,2,0,0,3,2495,0,2007
651000,4,2,2740,7140,2,0,0,3,2740,0,1993
439000,2,1,1050,5671,1,0,0,3,850,200,1949
325000,2,1,1130,5070,1,0,0,4,1130,0,1955
490000,2,1,880,6380,1,0,0,3,880,0,1938
519900,4,2,2403,6172,2,0,0,3,2403,0,1999
545000,4,2,3410,35040,2,0,0,3,3410,0,1984
1060000,4,4,5320,20041,2,0,0,3,5320,0,2003
542000,4,1,1900,8250,1,0,0,4,950,950,1955
465000,4,1,1810,21650,2,0,0,4,1810,0,1961
408000,2,2,1200,3900,1,0,0,3,1200,0,2006
292000,4,2,2060,5950,2,0,0,3,2060,0,2000
253000,3,1,1250,10122,1,0,0,3,1250,0,1994
280000,2,1,910,4662,1,0,0,5,910,0,1942
658588,3,2,2560,41346,2,0,0,3,2560,0,1986
635000,4,2,1920,8910,1,0,0,4,1200,720,1969
439000,4,2,2240,8300,2,0,0,3,2240,0,1978
300000,3,2,1260,3855,2,0,0,3,1260,0,1999
345000,3,1,1360,13496,1,0,0,4,1360,0,1960
283500,4,2,2100,8050,2,0,0,3,2100,0,1978
425000,2,1,2110,4920,1,0,0,3,1460,650,1911
685000,3,1,2210,8955,1,0,1,3,1560,650,1974
750000,3,2,2360,12987,2,0,0,3,2360,0,1983
245000,4,1,1280,8000,1,0,0,3,1280,0,1960
585444,6,3,2740,6924,1,0,2,3,1640,1100,1962
706000,4,2,2740,7571,2,0,0,3,2740,0,2009
445000,4,2,2630,9099,1,0,0,3,1830,800,1944
241000,3,2,1650,6000,1,0,0,3,1650,0,1990
1180000,2,2,1770,7155,2,1,4,3,1770,0,1957
530000,3,1,1500,5750,1,0,0,4,1050,450,1927
350000,3,1,1430,12199,1,0,0,3,1130,300,1948
1700000,4,3,3190,17186,2,1,4,3,3190,0,1999
389000,3,1,1280,9630,1,0,0,3,1280,0,1968
799000,4,2,2390,6820,2,0,0,4,2140,250,1945
1400000,4,2,4040,9630,1,0,3,4,2020,2020,1951
340895,2,1,920,8612,1,0,0,5,920,0,1947
780000,4,2,2730,10281,2,0,2,3,2730,0,1996
350000,2,1,1320,73600,1,0,0,3,1320,0,1993
470000,3,2,2620,4874,2,0,0,3,2620,0,1999
914600,4,3,3180,80837,2,0,0,3,3180,0,1985
354000,4,2,2900,4762,2,0,0,3,2900,0,2005
470000,5,2,1900,6000,1,0,0,4,1900,0,1920
715000,3,2,1760,5400,1,0,0,5,1160,600,1927
265000,2,1,760,4000,1,0,0,4,760,0,1950
2540000,4,3,3710,20000,2,0,2,5,2760,950,1936
640000,3,1,1530,4944,1,0,0,3,1530,0,1950
290000,4,1,1990,18900,2,0,0,4,1870,120,1929
480000,5,4,3830,35000,1,0,0,3,2130,1700,1976
535000,3,2,2040,5600,1,0,1,5,1120,920,1954
907000,3,1,2170,12220,1,0,0,5,2170,0,1965
459000,3,1,1620,7330,1,0,0,4,1090,530,1974
1360000,3,2,3600,21399,1,0,3,3,2310,1290,1950
264950,3,1,1470,11599,1,0,0,3,1070,400,1967
352950,3,1,1760,3000,1,0,0,1,1760,0,1900
491500,3,2,2230,13100,1,0,0,4,1510,720,1974
1230000,4,3,3770,37034,2,0,0,3,2830,940,1989
369500,3,1,1200,9194,1,0,0,4,1200,0,1952
566000,3,2,2090,6294,2,0,0,3,2090,0,2004
290000,3,2,1500,7308,1,0,0,4,1210,290,1968
5350000,5,5,8000,23985,2,0,4,3,6720,1280,2009
